dof_id,euring_id,species_euring_id,latin,common,type,iucn,iba_amnt,times_seen,breeding_status,last_confirmed_breeding,invasive,Atlas_III_squares_with_breeding,use_in_analysis
1551,08830,08830,Dendrocoptes medius,Middle Spotted Woodpecker,species,LC,NA,1,NA,NA,NA,3,1
1562,08870,08870,Dryobates minor,Lesser Spotted Woodpecker,species,LC,NA,358,NA,NA,NA,52,1
1708,09720,09720,Galerida cristata,Crested Lark,species,LC,NA,67,Regular,2017,NA,1,1
1718,09740,09740,Lullula arborea,Woodlark,species,LC,NA,319,Regular,2017,NA,356,1
1722,09760,09760,Alauda arvensis,Eurasian Skylark,species,LC,NA,75551,Regular,2017,NA,2157,1
1728,09780,09780,Eremophila alpestris,Horned Lark,species,LC,NA,154,NA,NA,NA,NA,0
1740,09810,09810,Riparia riparia,Sand Martin,species,LC,NA,4969,Regular,2017,NA,650,1
1760,09920,09920,Hirundo rustica,Barn Swallow,species,LC,NA,51841,Regular,2017,NA,2061,1
1777,10010,10010,Delichon urbicum,Common House Martin,species,LC,NA,15462,Regular,2017,NA,1847,1
1786,10050,10050,Anthus campestris,Tawny Pipit,species,LC,NA,6,Regular,2017,NA,1,1
1797,10090,10090,Anthus trivialis,Tree Pipit,species,LC,NA,18813,Regular,2017,NA,1397,1
1802,10110,10110,Anthus pratensis,Meadow Pipit,species,NT,NA,5858,Regular,2017,NA,1251,1
1805,10120,10120,Anthus cervinus,Red-throated Pipit,species,LC,NA,1,NA,NA,NA,NA,0
1807,10135,10135,Anthus petrosus,European Rock Pipit,species,LC,NA,93,Regular,2017,NA,6,1
1812,10140,10140,Anthus spinoletta,Water Pipit,species,LC,NA,5,NA,NA,NA,NA,0
1823,10170,10170,Motacilla flava,Western Yellow Wagtail,species,LC,NA,1499,Regular,2017,NA,508,1
1837,10190,10190,Motacilla cinerea,Grey Wagtail,species,LC,NA,421,Regular,2017,NA,218,1
1841,10200,10200,Motacilla alba,White Wagtail,species,LC,NA,17620,Regular,2017,NA,2088,1
1881,10480,10480,Bombycilla garrulus,Bohemian Waxwing,species,LC,NA,625,NA,NA,NA,NA,0
1883,10500,10500,Cinclus cinclus,White-throated Dipper,species,LC,NA,613,Regular,2011,NA,10,1
1905,10660,10660,Troglodytes troglodytes,Eurasian Wren,species,LC,NA,75603,Regular,2017,NA,2136,1
1925,10840,10840,Prunella modularis,Dunnock,species,LC,NA,13439,Regular,2017,NA,1977,1
