rid,oid,season,firstdate,firsttime,lastyear,lon,lat
1,1862,V,1977-01-01T23:00:00Z,10:15:00,2016,10.0197887,57.1374852
2,1773,V,1982-12-28T23:00:00Z,11:25:00,1997,10.2727628444353,57.151779071995
3,1989,V,1984-01-07T23:00:00Z,08:57:00,2006,9.98680071597487,56.965691097099
4,1989,V,1983-12-28T23:00:00Z,08:42:00,2006,9.98727589867864,56.9836554797169
5,46,Y,1980-06-04T22:00:00Z,03:45:00,2020,10.0362668,57.1308157
6,1989,V,1984-12-27T23:00:00Z,09:15:00,2003,9.98751369801583,56.9926376505899
7,1937,Y,1982-05-19T22:00:00Z,05:45:00,2020,10.4651907751946,57.4192083134268
8,2219,Y,1983-06-10T22:00:00Z,07:44:00,1993,10.1308936576979,57.3777337847309
9,1160,V,1985-12-25T23:00:00Z,12:18:00,1995,10.2743072951785,57.1966841556834
10,46,Y,1984-06-06T22:00:00Z,20:30:00,2015,10.1091459113958,57.097631340758
11,15,V,1986-12-31T23:00:00Z,09:30:00,1995,9.9667282,57.4420303
12,1989,Y,1984-05-20T22:00:00Z,07:33:00,2008,9.98727589867864,56.9836554797169
13,1989,Y,1984-06-01T22:00:00Z,04:45:00,2006,10.0032445549557,56.9655603120666
14,1989,Y,1984-06-08T22:00:00Z,04:51:00,2003,9.981763,56.9814145
15,1930,Y,1984-06-10T22:00:00Z,06:00:00,1991,9.98727589867864,56.9836554797169
16,2116,V,1988-01-18T23:00:00Z,08:45:00,1990,9.81118770912553,57.2095136849239
17,1989,V,1988-12-25T23:00:00Z,08:33:00,2005,9.90984485622962,55.8252041820535
18,55,V,1989-01-16T23:00:00Z,09:00:00,1991,10.4532981,57.4733978
19,1805,V,1990-01-19T23:00:00Z,10:00:00,1994,10.0078568486036,57.1362188962992
20,1320,V,1990-01-06T23:00:00Z,10:00:00,2015,10.4015636,57.5046081
21,2149,Y,1985-05-17T22:00:00Z,07:30:00,1999,10.5151208738792,57.4186177938156
22,2058,V,1990-01-01T23:00:00Z,09:30:00,2002,10.4955497411941,57.3469778783905
23,2151,V,1990-01-13T23:00:00Z,09:30:00,1990,9.96456278028999,57.186868428683
24,74,V,1990-12-31T23:00:00Z,10:55:00,1991,9.98727589867864,56.9836554797169
25,1918,V,1991-01-12T23:00:00Z,09:30:00,1990,9.78322490350365,57.4522419345381
26,2027,V,1991-01-18T23:00:00Z,09:20:00,1992,10.0499580414705,57.397300102118
27,8,V,1992-01-13T23:00:00Z,09:20:00,1993,9.91273372872045,56.896177805208
28,1160,Y,1987-05-29T22:00:00Z,05:20:00,1994,10.2727764067127,57.200293330666
29,428,V,1991-12-26T23:00:00Z,09:10:00,1993,10.9147036921572,57.2577362953402
30,1639,V,1991-12-08T23:00:00Z,09:17:00,1991,11.4359516159707,54.9505122431736
31,1862,Y,1987-05-29T22:00:00Z,04:20:00,2020,10.0372124,57.165547
32,2098,V,1992-12-25T23:00:00Z,13:15:00,1992,10.4023877561081,57.6490113571351
33,1070,V,1993-01-06T23:00:00Z,09:00:00,1996,9.90868659309847,57.5385377033979
34,9,V,1994-01-16T23:00:00Z,09:00:00,1994,10.2005611181256,57.2701811029068
36,1320,Y,1989-06-01T22:00:00Z,05:00:00,2020,10.4020488099581,57.5097662549232
37,1787,Y,1989-06-14T22:00:00Z,03:51:00,2003,9.7891768,56.7117913
38,1910,V,1998-01-17T23:00:00Z,09:00:00,2014,9.25818961667008,56.9630276963894
39,1989,Y,1988-05-22T22:00:00Z,04:27:00,2006,9.81861582327847,56.7962080618858
40,77,V,1997-01-10T23:00:00Z,13:00:00,1998,9.94759786557015,57.4286552788171
41,761,Y,1989-06-11T22:00:00Z,06:00:00,1990,10.2311520696279,57.1432101557422
42,46,V,1997-01-05T23:00:00Z,09:30:00,2020,10.1548471913098,57.081047272744
43,1070,V,2000-01-14T23:00:00Z,09:07:00,1999,9.80527047527331,56.9373442917512
44,1938,Y,1990-05-24T22:00:00Z,05:00:00,2006,10.4644737600435,57.4012483927538
45,53,V,2000-01-03T23:00:00Z,12:15:00,2001,10.0188076092046,57.2340539280086
46,2080,V,2002-01-12T23:00:00Z,10:00:00,2005,9.84224876035195,57.119472717385
48,103,Y,1990-06-15T22:00:00Z,11:10:00,2001,9.08371188230082,56.8922956824666
49,97,Y,1991-05-25T22:00:00Z,05:25:00,1991,9.94074349473595,56.8348777423859
50,1762,Y,1991-05-28T22:00:00Z,04:50:00,1991,9.99021987704521,57.4651595896314
51,2027,Y,1991-06-21T22:00:00Z,07:30:00,1992,10.0456066739366,57.4197951141487
52,63,Y,1985-06-04T22:00:00Z,05:05:00,2011,10.232552941707,56.9365580035974
53,2123,Y,1992-05-29T22:00:00Z,03:55:00,2020,9.26399396282969,57.0860894216856
54,46,Y,1992-05-31T22:00:00Z,18:55:00,2008,9.96249822382536,57.2982816990223
55,77,Y,1992-05-07T22:00:00Z,18:00:00,1999,10.0499323566266,57.3964019613467
56,1530,Y,1992-05-31T22:00:00Z,04:00:00,1992,9.97830362905047,57.2685137888741
57,298,Y,1996-06-08T22:00:00Z,07:00:00,2002,9.3290155,57.1436019
58,1910,Y,1996-06-13T22:00:00Z,06:00:00,2017,9.25818961667008,56.9630276963894
59,46,Y,1997-06-07T22:00:00Z,08:30:00,2002,9.75931649866374,57.1020349476678
60,44,Y,1998-06-07T22:00:00Z,12:50:00,1998,10.5886704835327,57.7321563368504
61,1984,Y,1998-06-13T22:00:00Z,08:00:00,1998,9.79145060938668,56.6724011642201
62,20,Y,1999-06-12T22:00:00Z,18:00:00,2002,9.8189086,56.5606905
63,76,Y,1999-05-06T22:00:00Z,05:00:00,2000,9.53667151766417,57.0016712277196
64,53,Y,1999-05-20T22:00:00Z,04:45:00,2000,10.138702,57.2560382
65,53,Y,1999-05-21T22:00:00Z,06:05:00,1999,10.0547683393833,57.3909714247782
66,53,Y,1999-05-28T22:00:00Z,05:15:00,2000,10.099536855739,57.2189991829817
67,53,Y,1999-05-18T22:00:00Z,04:55:00,2000,9.96406345764674,57.2946762747247
68,53,Y,1999-06-10T22:00:00Z,04:40:00,1999,10.0238013910096,57.2349117078076
69,2138,Y,1999-05-29T22:00:00Z,11:15:00,2002,10.1872610541074,57.0627760534726
70,2138,Y,1999-06-04T22:00:00Z,09:00:00,2002,10.3850768739037,57.0607453032557
71,1071,Y,1999-05-21T22:00:00Z,06:00:00,2000,10.2352511418334,57.3156630650852
72,2127,Y,1999-06-12T22:00:00Z,12:00:00,2000,10.5268035133476,57.2190240280284
73,31,Y,1999-05-18T22:00:00Z,09:00:00,2000,9.71850682595765,57.210976444176
74,31,Y,1999-06-01T22:00:00Z,09:45:00,2000,9.76751990028649,57.2591972973427
75,1910,Y,2000-05-24T22:00:00Z,08:30:00,2017,9.27914508385349,56.906385852649
77,14,Y,2000-06-11T22:00:00Z,09:00:00,2000,9.51537086448025,57.0089476342883
78,31,Y,2000-06-09T22:00:00Z,06:00:00,2000,9.88984860364275,57.0382896504262
79,86,Y,2000-06-03T22:00:00Z,04:45:00,2003,9.781289,57.0470402
80,1071,Y,2000-06-09T22:00:00Z,06:30:00,2000,10.5404120311826,57.2673740556867
81,1071,Y,2000-06-09T22:00:00Z,08:30:00,2000,10.5161118196329,57.362005140971
82,1071,Y,2000-06-05T22:00:00Z,05:00:00,2000,10.2515137970167,57.3056199957828
83,1071,Y,2000-06-09T22:00:00Z,15:00:00,2000,10.4448668094478,57.3682335430268
84,50,Y,2001-06-04T22:00:00Z,06:13:00,2003,10.2456909626003,56.8375982347842
85,2080,Y,2002-05-31T22:00:00Z,05:30:00,2006,9.82573604866364,57.1195825267185
86,298,Y,2003-05-31T22:00:00Z,07:15:00,2017,9.3636052659277,57.1487238165721
87,1071,Y,2003-06-13T22:00:00Z,20:15:00,2006,10.4249325835248,57.2399866027469
88,127,Y,1976-05-22T22:00:00Z,04:45:00,2000,9.04557412916349,56.5751846120469
89,144,Y,1981-05-30T22:00:00Z,06:46:00,2000,8.6463243,57.0519975
90,103,Y,1981-05-30T22:00:00Z,05:55:00,2020,9.22802647388939,56.6010378574994
91,128,Y,1981-06-07T22:00:00Z,07:30:00,2011,9.6327966572153,56.4558873801302
92,127,V,1975-12-30T23:00:00Z,09:55:00,2001,9.04557412916349,56.5751846120469
93,103,Y,1983-05-22T22:00:00Z,05:59:00,2020,9.16287641028518,56.601140201221
94,129,V,1984-01-03T23:00:00Z,08:45:00,2002,9.57113752803725,56.6718094538333
95,103,Y,1983-06-04T22:00:00Z,05:00:00,2001,9.2369239,56.5764421
96,956,V,1984-01-01T23:00:00Z,12:45:00,1993,9.43944716403399,56.573518177368904
97,103,Y,1983-06-04T22:00:00Z,07:19:00,2001,9.1728181,56.5674607
98,135,V,1983-12-28T23:00:00Z,08:45:00,2003,9.3917282,56.5180707
99,103,V,1983-12-30T23:00:00Z,08:30:00,2018,9.16287641028518,56.601140201221
100,132,V,1983-12-27T23:00:00Z,09:00:00,2020,9.3464899,56.3844698
101,130,V,1984-12-28T23:00:00Z,12:30:00,2020,9.04892109159948,56.6461573679858
102,135,Y,1985-06-08T22:00:00Z,04:45:00,2004,9.403454,56.5076337
103,871,V,1986-12-25T23:00:00Z,08:15:00,2008,9.34018314108168,56.3941433301973
104,783,V,1986-12-27T23:00:00Z,11:45:00,1990,9.11308136428406,56.2885417466374
105,871,Y,1987-05-22T22:00:00Z,05:00:00,2008,9.34026326818793,56.4031275332485
106,478,Y,1987-06-14T22:00:00Z,04:40:00,1990,8.3663864,56.8575454
107,1813,V,1988-01-04T23:00:00Z,10:00:00,1991,9.51861174506926,56.4114946216547
108,1860,Y,1987-05-29T22:00:00Z,11:00:00,2014,8.96698459395258,57.1043297584206
109,112,V,1988-01-11T23:00:00Z,09:30:00,1995,8.82540726454641,56.6694029667648
110,143,Y,1987-06-14T22:00:00Z,04:22:00,2020,8.88461363426915,57.050380709483
111,2043,V,1987-12-26T23:00:00Z,10:15:00,2020,9.27429026526165,56.2415697250074
112,1795,Y,1987-06-05T22:00:00Z,05:45:00,1997,8.84399277439866,56.9767979254841
113,1926,Y,1987-06-05T22:00:00Z,06:00:00,2004,8.65384409386078,57.0499556340033
114,1757,V,1988-01-03T23:00:00Z,09:00:00,1992,9.62305805843602,56.5547651848921
115,1861,V,1988-01-01T23:00:00Z,11:30:00,2003,8.48963007560682,57.0044763083748
116,1861,Y,1987-05-29T22:00:00Z,09:45:00,2010,8.48963007560682,57.0044763083748
117,1904,Y,1987-06-12T22:00:00Z,06:30:00,1990,8.560188,57.0374658
118,104,Y,1987-05-23T22:00:00Z,05:25:00,2012,8.37604543069618,56.9051402551486
119,143,V,1988-01-09T23:00:00Z,09:10:00,2020,8.88458576959342,57.0593641004773
120,140,V,1989-12-28T23:00:00Z,09:00:00,1991,9.66081775082703,56.5408420932667
121,140,V,1989-12-27T23:00:00Z,09:00:00,1991,9.52008320478665,56.5193013608066
122,1967,V,1991-01-11T23:00:00Z,08:30:00,1990,8.60019251614353,56.7484638830071
123,2126,Y,1988-06-10T22:00:00Z,05:30:00,1992,8.5779006201368,56.9149685895793
124,2140,V,1991-01-04T23:00:00Z,10:45:00,1991,8.62377930049768,56.762390480571
125,103,V,1992-01-11T23:00:00Z,08:27:00,1991,9.04720625304324,56.578777644473
126,129,Y,1987-06-06T22:00:00Z,04:40:00,2000,9.68373042522143,56.5813994268425
127,103,V,1992-01-11T23:00:00Z,10:31:00,1991,9.02929974161106,56.5778847416094
128,1957,Y,1987-06-14T22:00:00Z,10:00:00,1994,9.20325,56.4586387
129,154,V,1993-01-17T23:00:00Z,08:45:00,1994,8.9991408,56.5592006
130,2140,V,1993-01-08T23:00:00Z,10:15:00,1992,8.67821038784327,56.736390634414
131,1757,Y,1987-06-13T22:00:00Z,05:20:00,1993,9.62305805843602,56.5547651848921
132,783,V,1992-12-26T23:00:00Z,09:20:00,1995,8.37724104378739,56.8332750895416
133,124,V,1994-01-06T23:00:00Z,08:30:00,1997,9.43809785565134,56.4567271104983
134,103,V,1994-01-15T23:00:00Z,08:30:00,2006,9.03255218046655,56.5742902914383
135,154,V,1994-01-14T23:00:00Z,08:30:00,1994,8.52897492945711,56.953917866755
136,1954,V,1994-01-07T23:00:00Z,12:00:00,1993,9.71408626456143,56.4644309568249
137,2043,Y,1987-05-29T22:00:00Z,05:50:00,2020,9.22588657054762,56.2416675372201
138,1811,V,1995-01-05T23:00:00Z,08:28:00,1994,8.44078095531649,56.9683329052505
139,1854,Y,1987-06-12T22:00:00Z,05:00:00,1994,9.31202807327771,56.3187477681317
140,2043,V,1996-01-06T23:00:00Z,09:30:00,2020,9.30720682920807,56.3223536262482
141,126,V,1996-01-04T23:00:00Z,09:10:00,2020,9.43851195051694,56.4926630610667
142,1811,Y,1988-05-21T22:00:00Z,05:30:00,1991,8.57044355215275,56.9922026466731
143,869,V,1997-01-11T23:00:00Z,12:30:00,1996,8.57122134435173,57.0676671138224
144,1928,V,1997-01-14T23:00:00Z,10:00:00,2007,8.96743237526928,56.5922584738238
145,140,Y,1988-05-27T22:00:00Z,06:00:00,1992,9.6114524,56.521578
146,134,V,1998-01-07T23:00:00Z,09:15:00,2004,8.55856244569569,56.7442088040788
147,1813,Y,1989-06-07T22:00:00Z,10:22:00,2008,9.04847258060091,56.2957715017137
148,149,V,1998-01-10T23:00:00Z,12:45:00,2006,8.82015254787933,56.7448605039745
149,143,V,1997-12-27T23:00:00Z,09:30:00,2020,8.98352814296111,57.0234824559299
150,2119,Y,1989-06-03T22:00:00Z,04:00:00,2008,9.55442445769798,56.6449325228627
151,153,V,1998-01-10T23:00:00Z,10:30:00,2001,9.35654992548765,56.4120662073314
152,140,Y,1989-05-27T22:00:00Z,06:00:00,1992,9.52008320478665,56.5193013608066
153,132,Y,1990-05-26T22:00:00Z,06:15:00,2009,9.34018314108168,56.3941433301973
154,2132,V,1998-01-16T23:00:00Z,09:00:00,1997,8.55845708023896,56.7531923895682
155,103,Y,1991-06-07T22:00:00Z,04:18:00,2001,9.04882826512704,56.574284966421
156,2356,V,1998-01-17T23:00:00Z,09:25:00,1997,9.715099452571,56.5821663880781
157,103,Y,1991-06-07T22:00:00Z,06:19:00,2001,9.0488398449744,56.5832690623409
158,1229,V,1998-01-17T23:00:00Z,11:20:00,1997,9.65040326733585,56.5366563930077
159,448,V,1999-01-12T23:00:00Z,09:28:00,1998,9.79391248335017,56.4010536569995
160,154,Y,1992-05-03T22:00:00Z,07:15:00,1995,8.9937731,56.5174129
161,2048,V,2000-01-09T23:00:00Z,09:00:00,2011,9.64987508501959,56.3156393346875
162,2140,Y,1992-05-23T22:00:00Z,09:50:00,1993,8.67879730251784,56.742321536436
163,2048,V,2001-01-16T23:00:00Z,09:00:00,2020,9.59837184578782,56.3302742507081
164,113,Y,1992-05-14T22:00:00Z,05:00:00,1995,9.377693,56.5542085
165,139,V,2001-01-05T23:00:00Z,09:30:00,2016,8.4779179,56.7074497
166,2130,Y,1992-06-12T22:00:00Z,06:00:00,1994,8.5943223,56.8347915
167,3394,V,2001-01-09T23:00:00Z,09:00:00,2001,8.50775253710948,56.8787769803434
168,129,Y,1992-05-16T22:00:00Z,05:00:00,1993,9.34026326818793,56.4031275332485
169,132,Y,1993-06-04T22:00:00Z,05:10:00,2020,9.3892379397915,56.4389211704795
170,129,Y,1993-05-22T22:00:00Z,04:20:00,2001,9.40689648814818,56.5736289341383
171,124,Y,1993-06-10T22:00:00Z,04:00:00,1999,9.43809785565134,56.4567271104983
172,1954,Y,1994-06-14T22:00:00Z,17:45:00,1994,9.82728783598413,56.4457589958348
173,103,Y,1993-05-20T22:00:00Z,04:45:00,2020,9.03255218046655,56.5742902914383
174,132,Y,1994-05-17T22:00:00Z,05:15:00,2020,9.42217149933768,56.4837353455702
175,103,Y,1994-05-28T22:00:00Z,04:28:00,2001,9.03252904749817,56.5473379198414
176,103,Y,1994-05-20T22:00:00Z,04:23:00,2001,8.78795896938622,56.6549704383518
177,103,Y,1994-05-20T22:00:00Z,06:40:00,2001,8.80431623930814,56.646013202206
178,154,Y,1994-06-07T22:00:00Z,05:45:00,1995,8.53968420317757,56.9507685285093
179,1929,Y,1994-06-11T22:00:00Z,05:00:00,2003,9.04916681753925,56.8348184491637
180,113,Y,1994-06-09T22:00:00Z,05:30:00,1994,9.39062106550661,56.5736811178092
181,1954,Y,1994-05-11T22:00:00Z,04:30:00,1994,9.63264734721252,56.4469036436519
182,129,Y,1994-06-10T22:00:00Z,05:00:00,1998,9.4466388,56.5585031
183,1811,Y,1994-05-26T22:00:00Z,04:20:00,1995,8.46390966145031,56.961247181415
185,113,Y,1995-06-08T22:00:00Z,05:30:00,1995,9.34989909875103,56.5702086823952
186,1928,Y,1996-06-14T22:00:00Z,05:15:00,2009,8.96743237526928,56.5922584738238
187,2038,Y,1998-05-24T22:00:00Z,18:30:00,1998,9.5061978170631,56.4993775334154
188,2356,Y,1998-06-10T22:00:00Z,19:45:00,1998,9.92302392169357,57.0470334627947
189,1229,Y,1998-06-10T22:00:00Z,19:45:00,1998,9.58578310501931,56.5639307054692
190,1229,Y,1998-06-02T22:00:00Z,19:12:00,1998,9.75773571405345,56.3743258809594
191,2132,Y,1998-06-13T22:00:00Z,15:45:00,1999,8.56021180496301,56.7443763437551
192,153,Y,1998-06-12T22:00:00Z,05:09:00,2002,9.35654992548765,56.4120662073314
193,1229,Y,1998-06-09T22:00:00Z,18:40:00,1998,9.04968138420271,56.7654455030818
194,2048,Y,1999-05-31T22:00:00Z,07:20:00,2010,9.64987508501959,56.3156393346875
195,1813,Y,1999-05-25T22:00:00Z,11:00:00,2003,9.09692236559714,56.2867585413337
196,105,Y,2000-06-03T22:00:00Z,04:40:00,2000,8.22816268732332,56.7506870535308
197,126,Y,2000-06-08T22:00:00Z,04:30:00,2020,9.50113955053934,56.4385197961194
198,2048,Y,2001-06-13T22:00:00Z,07:00:00,2020,9.58220058930626,56.3303512837257
199,1728,Y,2002-05-25T22:00:00Z,04:50:00,2003,8.88472493029225,57.0144470156809
200,963,Y,2002-05-29T22:00:00Z,10:00:00,2020,9.12956417245579,56.3855577703257
201,143,Y,2003-06-07T22:00:00Z,05:40:00,2020,9,57.0324669872796
202,1666,Y,1983-06-03T22:00:00Z,04:25:00,1993,8.78638839769156,55.9403200038982
203,203,V,1983-12-27T23:00:00Z,08:45:00,1994,8.63165829138899,55.9538096452201
204,176,V,1983-12-29T23:00:00Z,13:00:00,1993,8.67485991792899,55.9584237174043
205,162,Y,1985-05-25T22:00:00Z,05:00:00,2001,9.16093367438316,56.1429376049907
206,203,Y,1985-05-18T22:00:00Z,04:45:00,2005,8.76044090497932,55.8463057992818
207,167,V,1985-01-02T23:00:00Z,11:00:00,2020,8.85454836832135,56.3046800981272
208,176,Y,1985-06-08T22:00:00Z,13:45:00,1994,8.63312171726163,55.9599418322959
209,162,V,1984-12-29T23:00:00Z,09:00:00,2001,8.98394402860643,56.0531933388659
210,190,Y,1985-05-24T22:00:00Z,05:00:00,1993,9.20076896668747,56.0665084084982
211,1413,Y,1985-06-13T22:00:00Z,17:30:00,1990,8.41729725056532,56.5477284904912
212,178,Y,1985-05-31T22:00:00Z,07:45:00,2010,8.41587703069218,56.456125936641
213,188,Y,1985-06-10T22:00:00Z,18:55:00,2020,8.83773922217765,56.4573940403617
214,2079,Y,1986-06-06T22:00:00Z,04:00:00,2003,8.48089889807742,56.447430413588
215,178,V,1984-12-28T23:00:00Z,11:00:00,2009,8.38328225612388,56.4649527699511
216,2079,Y,1986-06-14T22:00:00Z,04:00:00,2003,8.45117310544345,56.2586262172498
217,203,V,1986-01-02T23:00:00Z,10:30:00,2005,8.74441151297422,55.8552587486829
218,2079,V,1986-01-04T23:00:00Z,09:30:00,2003,8.44680852240748,56.449080061768
219,1906,V,1985-12-26T23:00:00Z,09:45:00,2002,8.52911816811898,56.4835602208635
220,1906,Y,1987-05-27T22:00:00Z,05:30:00,2003,8.52911816811898,56.4835602208635
221,186,Y,1987-06-05T22:00:00Z,05:00:00,1996,8.37046841142817,56.2582420914649
222,198,V,1986-01-03T23:00:00Z,11:30:00,1999,8.75695362276502,56.4033560948079
223,188,V,1985-12-26T23:00:00Z,10:30:00,2020,8.75643702627508,56.4842140268682
224,198,Y,1987-06-09T22:00:00Z,05:30:00,2000,8.75689635524439,56.4123403620154
225,190,V,1985-12-28T23:00:00Z,10:00:00,1993,9.20076896668747,56.0665084084982
226,160,Y,1988-06-10T22:00:00Z,07:00:00,2012,8.86679510641078,56.5005530331806
227,1778,V,1986-12-31T23:00:00Z,10:00:00,1990,8.69257655487263,56.3493065978354
228,2155,V,1987-01-02T23:00:00Z,10:00:00,1992,8.83868986772644,56.2327839436166
229,1782,V,1987-12-29T23:00:00Z,09:15:00,1992,8.47758070799911,56.4528071520396
230,2056,V,1987-12-29T23:00:00Z,10:15:00,1992,8.66677740623458,56.0881360759807
232,160,V,1988-01-01T23:00:00Z,09:30:00,2009,8.87003785137468,56.5023533119223
233,1890,V,1987-12-26T23:00:00Z,10:10:00,1999,8.17832546417757,56.1852359833873
234,1316,V,1987-12-29T23:00:00Z,10:30:00,2020,8.11533492015561,56.1219054744818
235,191,V,1989-01-01T23:00:00Z,08:45:00,1996,8.64412064985579,56.3401924422686
236,1777,Y,1990-06-08T22:00:00Z,05:15:00,2003,8.3526134,56.3786544
237,156,Y,1990-05-27T22:00:00Z,11:45:00,1994,8.70941839044698,55.1902401373567
238,156,Y,1990-06-20T22:00:00Z,07:00:00,1994,8.90384299632144,55.9812775338052
240,171,Y,1991-06-05T22:00:00Z,05:00:00,1993,8.87798314460081,56.4563889528221
241,157,Y,1991-05-31T22:00:00Z,05:00:00,2002,8.6463261,56.2596575
242,1778,Y,1992-06-05T22:00:00Z,05:00:00,1999,8.70911234961125,56.3217191739474
243,191,V,1990-01-06T23:00:00Z,10:30:00,1995,8.27889791030476,56.3241131748746
244,102,V,1991-01-12T23:00:00Z,08:30:00,1996,8.79567823629547,56.569706524066
245,102,Y,1992-06-08T22:00:00Z,05:00:00,1997,8.77224371880069,56.5561177156606
246,1778,V,1992-01-04T23:00:00Z,09:00:00,1998,8.65858276942101,56.3510145260107
247,293,Y,1992-06-06T22:00:00Z,12:00:00,1995,9.12865702778812,56.1160211314781
248,293,V,1991-12-27T23:00:00Z,10:15:00,1994,9.30612932390768,56.1875869884433
249,179,Y,1992-06-14T22:00:00Z,05:30:00,1996,8.15838725226411,56.1833947254284
250,157,V,1991-12-29T23:00:00Z,09:00:00,2003,8.66093381743337,56.2683631030928
251,198,Y,1993-06-06T22:00:00Z,04:55:00,2000,8.85451422395302,56.3136645612514
252,201,V,1996-01-05T23:00:00Z,09:00:00,2008,8.24435198291678,56.1047918567269
253,179,Y,1993-05-15T22:00:00Z,06:00:00,1998,8.23613115241792,56.1318312814649
254,2115,Y,1993-06-03T22:00:00Z,10:00:00,2003,8.95139048741422,56.4035846587364
255,210,V,1996-12-27T23:00:00Z,11:00:00,2004,8.74178380864305,56.2505889254888
256,198,Y,1994-06-02T22:00:00Z,04:30:00,2000,8.51670678277465,56.3101119292308
257,179,V,1996-12-24T23:00:00Z,09:30:00,1996,8.14630631583353,56.1760340065149
258,102,Y,1994-06-05T22:00:00Z,04:45:00,2001,8.51079907782986,56.6452058912819
259,193,V,1997-01-18T23:00:00Z,13:00:00,2001,9.27364992951379,56.1517241872272
260,102,Y,1995-05-30T22:00:00Z,04:45:00,2001,8.54589120822561,56.438700779757
261,2001,V,1997-01-02T23:00:00Z,09:00:00,1996,8.27667272974011,56.0960003036963
262,193,Y,1996-06-14T22:00:00Z,06:00:00,2003,9.27358609722488,56.1427395608903
263,1986,V,1997-01-10T23:00:00Z,09:45:00,2017,8.87092157869301,56.2418063682016
264,193,Y,1996-06-06T22:00:00Z,07:30:00,2003,9.0343666,56.0125857
265,2052,V,1997-01-07T23:00:00Z,10:30:00,1997,8.90346217461254,56.1340199390919
266,2052,Y,1996-05-26T22:00:00Z,06:30:00,1998,8.90635665863237,56.1479395327263
267,186,V,1996-12-27T23:00:00Z,09:30:00,2020,8.5871808,56.1525884
268,1413,V,1997-01-16T23:00:00Z,10:00:00,1996,8.30032345070466,56.5633420027885
269,173,V,1998-01-07T23:00:00Z,10:05:00,2016,8.62794469241824,56.3401449382354
270,201,Y,1996-06-04T22:00:00Z,06:00:00,2008,8.29290990140455,56.0871092722149
271,1986,Y,1996-06-08T22:00:00Z,04:00:00,2017,8.87095179035506,56.2328217939235
272,163,V,1997-12-28T23:00:00Z,10:00:00,2013,8.5641627120314,56.2590756002838
273,210,Y,1996-05-31T22:00:00Z,05:00:00,2020,8.77406052926282,56.2506520514926
274,155,V,1999-01-08T23:00:00Z,09:00:00,2008,8.28574509427718,56.4734145175622
275,162,Y,1997-06-01T22:00:00Z,18:30:00,2001,9.16089614690767,56.1339528987313
276,186,Y,1997-06-04T22:00:00Z,05:30:00,2020,8.5639685,56.1498528
277,1273,V,1999-01-09T23:00:00Z,10:01:00,1998,8.62794469241824,56.3401449382354
278,2048,V,2000-01-14T23:00:00Z,09:00:00,2020,9.3704896575399,56.1784261657473
279,1273,Y,1998-06-04T22:00:00Z,08:35:00,2013,8.62794469241824,56.3401449382354
280,176,V,2000-01-01T23:00:00Z,11:25:00,2005,8.52507102632307,56.8069732921791
281,203,V,2000-12-29T23:00:00Z,13:00:00,2005,8.45917855780954,56.8336568861946
282,2048,Y,1999-06-08T22:00:00Z,07:00:00,2020,9.3704896575399,56.1784261657473
283,175,V,2001-01-05T23:00:00Z,09:00:00,2000,8.56163151236637,55.9149443709186
284,1640,Y,1999-06-05T22:00:00Z,08:30:00,2020,8.80547088754004,56.4214103852944
285,174,V,2001-01-02T23:00:00Z,09:15:00,2001,8.40400604972813,56.1775448137724
286,2001,V,2001-01-11T23:00:00Z,09:30:00,2000,8.27340747876986,56.0986766576122
287,155,Y,1999-06-01T22:00:00Z,07:00:00,2009,8.33428320602659,56.4826686984745
288,176,Y,1999-06-12T22:00:00Z,08:00:00,2003,8.50411820821,55.9084366281856
289,998,V,2000-12-25T23:00:00Z,08:27:00,2001,8.95178725355448,56.0891243325178
290,207,V,2001-01-04T23:00:00Z,00:00:00,2016,8.36104753512584,55.853865557609
291,171,Y,1999-06-11T22:00:00Z,12:30:00,1999,8.78846177361608,56.5651305153308
292,207,V,2001-01-10T23:00:00Z,11:00:00,2011,8.37702027208179,55.8539474466211
294,1994,V,2001-01-01T23:00:00Z,12:00:00,2000,8.41435567904061,56.5549470478718
295,1273,Y,2001-05-24T22:00:00Z,09:02:00,2011,8.5775158,56.3678608
296,486,Y,2001-06-09T22:00:00Z,17:00:00,2001,8.40869309539384,55.8720743400949
297,486,V,2001-01-06T23:00:00Z,10:30:00,2001,8.40869309539384,55.8720743400949
298,207,Y,2001-06-13T22:00:00Z,05:30:00,2017,8.3450748818753,55.853781595772
299,2115,V,2001-12-28T23:00:00Z,10:00:00,2003,8.91888861768878,56.448489291036
300,998,Y,2001-06-04T22:00:00Z,08:05:00,2002,8.96787312094,56.0711599098805
301,203,Y,2001-05-23T22:00:00Z,05:45:00,2005,8.40787255219655,55.9259820200534
302,169,Y,2001-06-13T22:00:00Z,19:50:00,2020,8.9496517,56.2925735
303,169,Y,2001-06-11T22:00:00Z,06:00:00,2020,8.97425475980253,56.1367503913402
304,188,Y,2002-06-03T22:00:00Z,16:50:00,2020,8.88630996076412,56.4933850444578
305,963,Y,2002-06-01T22:00:00Z,09:00:00,2003,9.0485866249584,56.3856159303435
306,397,Y,1976-05-15T22:00:00Z,11:38:00,2018,10.0484192156543,56.2284473590197
307,320,Y,1976-05-29T22:00:00Z,06:30:00,2009,10.2022862655646,56.5055881198168
308,320,Y,1976-05-22T22:00:00Z,07:15:00,2009,9.82787387998624,56.4727090021757
