"id"	"old_artnr"	"artnr"	"overartnr"	"artnavn"	"latin"	"english"	"dk"	"datsy"	"arttype"	"sortering"	"hbw"	"iucn"	"redlist"	"yellowlist"	"bilag_1"	"spec"	"KOORDINATORID"	"sv"	"pkt"	"ibaantal"	"shortcut1"	"shortcut2"	"fra"	"til"	"season"	"vis"
3	"00020"	"00020"	"00020"	"Rødstrubet Lom"	"Gavia stellata"	"Red-throated Loon"	"A"	0	"art"	1850	NA	"LC"	NA	"AT"	"X"	NA	NA	NA	NA	3000	"RØDLOM"	"RL"	NA	NA	NA	0
4	"00025"	"00029"	NA	"Rødstrubet Lom/Sortstrubet Lom"	"Gavia stellata/G. arctica"	"Red-throated Loon/Black-throated Loon"	"H"	0	"ubestemt"	1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SMÅL"	"S SMÅL"	NA	NA	NA	0
5	"00030"	"00030"	"00030"	"Sortstrubet Lom"	"Gavia arctica"	"Black-throated Loon"	"A"	0	"art"	1870	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	3500	"SORLOM"	"SL"	""	""	""	0
8	"00040"	"00040"	"00040"	"Islom"	"Gavia immer"	"Common Loon"	"AS"	0	"art"	1880	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	50	"ISLOM"	"IL"	NA	NA	NA	0
9	"00045"	"00049"	NA	"Islom/Hvidnæbbet Lom"	"Gavia immer/G. adamsii"	"Common Loon/Yellow-billed Loon"	"H"	0	"ubestemt"	1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S STLO"	"S STLO"	NA	NA	NA	0
10	"00050"	"00050"	"00050"	"Hvidnæbbet Lom"	"Gavia adamsii"	"Yellow-billed Loon"	"AS"	0	"art"	1900	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	30	"HVILOM"	"HL"	NA	NA	NA	0
11	"00059"	"00059"	NA	"Lom sp."	"Gaviidae"	"Loon sp."	"H"	0	"ubestemt"	1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S LOM"	"S LOM"	NA	NA	NA	0
13	"00070"	"00070"	"00070"	"Lille Lappedykker"	"Tachybaptus ruficollis"	"Little Grebe"	"A"	0	"art"	1370	52477	"LC"	"LC"	NA	NA	NA	NA	NA	NA	4700	"LILLAP"	"LL"	NA	NA	NA	0
18	"00090"	"00090"	"00090"	"Toppet Lappedykker"	"Podiceps cristatus"	"Great Crested Grebe"	"A"	0	"art"	1390	52489	"LC"	"VU"	NA	NA	NA	NA	NA	"YV"	6300	"TOPLAP"	"TL"	NA	NA	NA	0
19	"00095"	"00099"	NA	"Toppet Lappedykker/Gråstrubet Lappedykker"	"Podiceps cristatus/P. grisegena"	"Great Crested Grebe/Red-necked Grebe"	"H"	0	"ubestemt"	1400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S TOGR"	"S TOGR"	NA	NA	NA	0
20	"00100"	"00100"	"00100"	"Gråstrubet Lappedykker"	"Podiceps grisegena"	"Red-necked Grebe"	"A"	0	"art"	1380	NA	"LC"	"LC"	"AT"	NA	NA	NA	NA	"YV"	500	"GRÅLAP"	"GL"	NA	NA	NA	0
23	"00110"	"00110"	"00110"	"Nordisk Lappedykker"	"Podiceps auritus"	"Horned Grebe"	"A"	1	"art"	1410	NA	"VU"	"RE"	NA	"X"	NA	NA	NA	NA	50	"NORLAP"	"NL"	"6"	"9"	"S"	0
24	"00121"	"00119"	NA	"Nordisk Lappedykker/Sorthalset Lappedykker"	"Podiceps auritus/P. nigricollis"	"Horned Grebe/Black-necked Grebe"	"H"	0	"ubestemt"	1420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S NOSO"	"S NOSO"	NA	NA	NA	0
25	"00120"	"00120"	"00120"	"Sorthalset Lappedykker"	"Podiceps nigricollis"	"Black-necked Grebe"	"A"	0	"art"	1430	52491	"LC"	"VU"	NA	NA	NA	NA	NA	NA	1800	"SORLAP"	"SHL"	"4"	"9"	"V"	0
29	"00122"	"00139"	NA	"Lappedykker sp."	"Podicipedidae"	"Grebe sp."	"H"	0	"ubestemt"	1440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S LAPP"	"S LAPP"	NA	NA	NA	0
30	"00140"	"00140"	"00140"	"Sortbrynet Albatros"	"Thalassarche melanophris"	"Black-browed Albatross"	"AU"	0	"art"	1920	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"SORALB"	"SORALB"	NA	NA	NA	0
42	"00202"	"00209"	NA	"Albatros sp."	"Diomedeidae"	"Albatross sp."	"HU"	0	"ubestemt"	1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S ALBA"	"S ALBA"	NA	NA	NA	0
45	"00220"	"00220"	"00220"	"Mallemuk"	"Fulmarus glacialis"	"Northern Fulmar"	"A"	1	"art"	1970	NA	"LC"	"NA"	NA	NA	NA	0	NA	NA	NA	"MALLEM"	"MAL"	NA	NA	NA	0
71	"00360"	"00360"	NA	"Atlantisk Skråpe/Scopolis Skråpe"	"Calonectris borealis/C. diomedea"	"Cory's Shearwater/Scopolis Shearwater"	"HU"	0	"ubestemt"	2020	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
75	"00365"	"00369"	NA	"Atlantisk/Scopolis/Storskråpe"	"Calonectris borealis/C. diomedea/Puffinus gravis"	"Cory's/Scopolis/Great Shearwater"	"HU"	0	"ubestemt"	2030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S KUST"	"S KUST"	NA	NA	NA	0
79	"00400"	"00400"	"00400"	"Storskråpe"	"Ardenna gravis"	"Great Shearwater"	"AU"	0	"art"	2000	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"STORSK"	"STORSK"	NA	NA	NA	0
82	"00430"	"00430"	"00430"	"Sodfarvet Skråpe"	"Ardenna grisea"	"Sooty Shearwater"	"AS"	0	"art"	1990	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"SODSKR"	"SODSKR"	"8"	"11"	"V"	0
85	"00463"	"00455"	"00455"	"Balearskråpe"	"Puffinus mauretanicus"	"Balearic Shearwater"	"AU"	0	"art"	2070	NA	"CR"	NA	NA	NA	NA	NA	NA	NA	NA	"BALEAR"	"BALEAR"	NA	NA	NA	0
86	"00460"	"00460"	"00460"	"Almindelig Skråpe"	"Puffinus puffinus"	"Manx Shearwater"	"AS"	0	"art"	2040	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"ALMSKR"	"ALMSKR"	"6"	"9"	"V"	0
90	"00480"	"00480"	"00480"	"Lille Skråpe"	"Puffinus baroli"	"Barolo Shearwater"	"U"	0	"art"	2080	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"LISKRÅ"	"LISKRÅ"	NA	NA	NA	0
98	"00465"	"00499"	NA	"Skråpe sp."	"Procellariidae"	"Shearwater sp."	"H"	0	"ubestemt"	2090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S PESK"	"S PESK"	NA	NA	NA	0
107	"00520"	"00520"	"00520"	"Lille Stormsvale"	"Hydrobates pelagicus"	"European Storm Petrel"	"AS"	0	"art"	1940	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"LILSTO"	"LILSTO"	NA	NA	NA	0
112	"00550"	"00550"	"00550"	"Stor Stormsvale"	"Oceanodroma leucorhoa"	"Leach's Storm Petrel"	"AS"	0	"art"	1950	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"STOSTO"	"STOSTO"	"9"	"11"	"V"	0
123	"00525"	"00639"	NA	"Stormsvale sp."	"Hydrobatidae"	"Storm Petrel sp."	"H"	0	"ubestemt"	1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S STSV"	"S STSV"	NA	NA	NA	0
139	"00710"	"00710"	"00710"	"Sule"	"Morus bassanus"	"Northern Gannet"	"A"	0	"art"	2330	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"SULE"	"SULE"	NA	NA	NA	0
143	"00720"	"00720"	"00720"	"Skarv"	"Phalacrocorax carbo"	"Great Cormorant"	"A"	0	"art"	2350	52629	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	6200	"SKARV"	"SKARV"	NA	NA	NA	0
144	"00721"	"00721"	"00720"	"Skarv, Storskarv (ssp. carbo)"	"Phalacrocorax carbo carbo"	"Great Cormorant (ssp. carbo)"	"A"	0	"underart"	2360	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	1200	"R CARB"	"R CARB"	NA	NA	NA	0
145	"00722"	"00722"	"00720"	"Skarv, Mellemskarv (ssp. sinensis)"	"Phalacrocorax carbo sinensis"	"Great Cormorant (ssp. sinensis)"	"A"	0	"underart"	2370	NA	"LC"	"LC"	"AY/AT"	NA	NA	NA	NA	NA	6200	"R SINE"	"R SINE"	NA	NA	NA	0
158	"00800"	"00800"	"00800"	"Topskarv"	"Phalacrocorax aristotelis"	"European Shag"	"AS"	0	"art"	2340	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"TSKARV"	"TSKARV"	NA	NA	NA	0
173	"00880"	"00880"	"00880"	"Hvid Pelikan"	"Pelecanus onocrotalus"	"Great White Pelican"	"DU"	0	"art"	2130	52610	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"HVIPEL"	"HVIPEL"	NA	NA	NA	0
175	"00890"	"00890"	"00890"	"Krøltoppet Pelikan"	"Pelecanus crispus"	"Dalmatian Pelican"	"AU"	0	"art"	2150	52613	"VU"	NA	NA	NA	NA	NA	NA	NA	NA	"KRØPEL"	"KRØPEL"	NA	NA	NA	0
176	"00900"	"00900"	"00900"	"Rosapelikan"	"Pelecanus rufescens"	"Pink-backed Pelican"	"E"	0	"art"	2140	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"RØDPEL"	"RØDPEL"	NA	NA	NA	0
178	"00911"	"00919"	NA	"Pelikan sp."	"Pelecanidae"	"Pelican sp."	"HU"	0	"ubestemt"	2160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S PELI"	"S PELI"	NA	NA	NA	0
180	"00930"	"00930"	"00930"	"Pragtfregatfugl"	"Fregata magnificens"	"Magnificent Frigatebird"	"AU"	0	"art"	2320	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"AMEFRE"	"AMEFRE"	NA	NA	NA	0
183	"00950"	"00950"	"00950"	"Rørdrum"	"Botaurus stellaris"	"Eurasian Bittern"	"A"	1	"art"	2170	52730	"LC"	"VU"	NA	"X"	"3"	NA	NA	"YV"	80	"RØRDRU"	"RØRDRU"	NA	NA	NA	0
185	"00960"	"00960"	"00960"	"Amerikansk Rørdrum"	"Botaurus lentiginosus"	"American Bittern"	"AU"	0	"art"	2180	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"AMERØR"	"AMERØR"	NA	NA	NA	0
187	"00980"	"00980"	"00980"	"Dværghejre"	"Ixobrychus minutus"	"Little Bittern"	"AU"	0	"art"	2190	NA	"LC"	NA	NA	"X"	"3"	NA	NA	NA	NA	"DVÆHEJ"	"DVÆHEJ"	NA	NA	NA	0
196	"01040"	"01040"	"01040"	"Nathejre"	"Nycticorax nycticorax"	"Black-crowned Night Heron"	"AU"	0	"art"	2200	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"NATHEJ"	"NATHEJ"	NA	NA	NA	0
203	"01080"	"01080"	"01080"	"Tophejre"	"Ardeola ralloides"	"Squacco Heron"	"AU"	0	"art"	2210	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"TOPHEJ"	"TOPHEJ"	NA	NA	NA	0
206	"01110"	"01110"	"01110"	"Kohejre"	"Bubulcus ibis"	"Western Cattle Egret"	"AU"	0	"art"	2220	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"KOHEJR"	"KOHEJR"	NA	NA	NA	0
218	"01190"	"01190"	"01190"	"Silkehejre"	"Egretta garzetta"	"Little Egret"	"AS"	0	"art"	2260	52694	"LC"	NA	NA	"X"	NA	NA	NA	NA	1100	"SILHEJ"	"SILHEJ"	NA	NA	NA	0
222	"01210"	"01210"	"01210"	"Sølvhejre"	"Ardea alba"	"Great Egret"	"A"	0	"art"	2250	52684	"LC"	"NA"	NA	"X"	NA	NA	NA	NA	780	"SØLVHE"	"SØLVHE"	NA	NA	NA	0
226	"01251"	"01219"	NA	"Hejre sp. (hvid)"	"Ardeidae"	"Egret/Heron sp. (white)"	"H"	0	"ubestemt"	2270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S HVHE"	"S HVHE"	NA	NA	NA	0
227	"01220"	"01220"	"01220"	"Fiskehejre"	"Ardea cinerea"	"Grey Heron"	"A"	0	"art"	2230	52674	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	5000	"FISKEH"	"FISKEH"	NA	NA	NA	0
232	"01240"	"01240"	"01240"	"Purpurhejre"	"Ardea purpurea"	"Purple Heron"	"AU"	0	"art"	2240	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"PURPUR"	"PURPUR"	NA	NA	NA	0
237	NA	"01259"	NA	"Hejre sp."	"Ardeidae"	"Heron sp."	"H"	0	"ubestemt"	2280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S HEJR"	"S HEJR"	NA	NA	NA	0
244	"01310"	"01310"	"01310"	"Sort Stork"	"Ciconia nigra"	"Black Stork"	"AS"	1	"art"	2100	NA	"LC"	"RE"	NA	"X"	"3"	0	NA	NA	310	"SORSTO"	"SORSTO"	NA	NA	NA	0
247	"01340"	"01340"	"01340"	"Hvid Stork"	"Ciconia ciconia"	"White Stork"	"A"	1	"art"	2110	52744	"LC"	"CR"	NA	"X"	"2"	0	NA	NA	5200	"HVISTO"	"HVISTO"	NA	NA	NA	0
252	"01349"	"01359"	NA	"Stork sp."	"Ciconiidae"	"Stork sp."	"H"	0	"ubestemt"	2120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S STRK"	"S STRK"	NA	NA	NA	0
253	"01360"	"01360"	"01360"	"Sort Ibis"	"Plegadis falcinellus"	"Glossy Ibis"	"AS"	0	"art"	2310	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"SORIBI"	"SORIBI"	NA	NA	NA	0
260	"01420"	"01420"	"01420"	"Hellig Ibis"	"Threskiornis aethiopicus"	"African Sacred Ibis"	"EU"	0	"art"	2290	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"HELIBI"	"HELIBI"	NA	NA	NA	0
263	"01440"	"01440"	"01440"	"Skestork"	"Platalea leucorodia"	"Eurasian Spoonbill"	"A"	1	"art"	2300	52779	"LC"	"LC"	NA	"X"	NA	0	NA	NA	160	"SKESTO"	"SKESTO"	"3"	"10"	"V"	0
272	NA	"01470"	NA	"Stor Flamingo/Cariberflamingo"	"Phoenicopterus roseus/P. ruber"	"Greater Flamingo/American Flamingo"	"H"	0	"ubestemt"	1330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FLAMIN"	"FLAMIN"	NA	NA	NA	0
273	"01469"	"01471"	"01471"	"Cariberflamingo"	"Phoenicopterus ruber"	"American Flamingo"	"E"	0	"art"	1320	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"R RUBE"	"R RUBE"	NA	NA	NA	0
274	"01470"	"01472"	"01472"	"Stor Flamingo"	"Phoenicopterus roseus"	"Greater Flamingo"	"DU"	0	"art"	1310	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"R ROSE"	"R ROSE"	NA	NA	NA	0
275	"01471"	"01475"	"01475"	"Chileflamingo"	"Phoenicopterus chilensis"	"Chilean Flamingo"	"E"	0	"art"	1340	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"CHILEF"	"CHILEF"	NA	NA	NA	0
276	"01480"	"01480"	"01480"	"Lille Flamingo"	"Phoeniconaias minor"	"Lesser Flamingo"	"E"	0	"art"	1350	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"LIFLAM"	"LIFLAM"	NA	NA	NA	0
277	"01481"	"01489"	NA	"Flamingo sp."	"Phoenicopteridae"	"Flamingo sp."	"H"	0	"ubestemt"	1360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S FLAM"	"S FLAM"	NA	NA	NA	0
284	"01520"	"01520"	"01520"	"Knopsvane"	"Cygnus olor"	"Mute Swan"	"A"	0	"art"	30	52803	"LC"	"LC"	"AT"	NA	NA	NA	NA	"YV"	2000	"KNOPSV"	"KNOPSV"	NA	NA	NA	0
285	"01521"	"01525"	"01525"	"Sortsvane"	"Cygnus atratus"	"Black Swan"	"C"	0	"art"	20	52804	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"SORSVA"	"SORSVA"	NA	NA	NA	0
286	"01530"	"01530"	"01530"	"Pibesvane"	"Cygnus columbianus"	"Tundra Swan"	"A"	0	"art"	40	NA	"LC"	NA	"AT"	"X"	NA	NA	NA	NA	220	"PIBESV"	"PIBESV"	"4"	"9"	"S"	0
289	"01535"	"01539"	NA	"Pibesvane/Sangsvane"	"Cygnus columbianus/C. cygnus"	"Tundra Swan/Whooper Swan"	"H"	0	"ubestemt"	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S GULN"	"S GULN"	"6"	"9"	"S"	0
290	"01540"	"01540"	"01540"	"Sangsvane"	"Cygnus cygnus"	"Whooper Swan"	"A"	1	"art"	50	52807	"LC"	"VU"	"AT"	"X"	NA	0	NA	"V"	1200	"SANGSV"	"SANGSV"	"6"	"9"	"S"	0
292	"01555"	"01559"	NA	"Svane sp."	"Cygnus sp."	"Swan sp."	"H"	0	"ubestemt"	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SVAN"	"S SVAN"	NA	NA	NA	0
293	"01560"	"01560"	"01560"	"Svanegås"	"Anser cygnoides"	"Swan Goose"	"E"	0	"art"	80	NA	"VU"	NA	NA	NA	NA	NA	NA	NA	NA	"SVANEG"	"SVANEG"	NA	NA	NA	0
294	"01570"	"01570"	NA	"Tajgasædgås/Tundrasædgås"	"Anser fabalis/A. serrirostris"	"Taiga Bean Goose/Tundra Bean Goose"	"H"	0	"ubestemt"	350	52811	"LC"	NA	NA	NA	NA	NA	NA	NA	5920	"SÆDGÅS"	"SÆDGÅS"	"5"	"8"	"S"	0
295	"01571"	"01571"	"01571"	"Tajgasædgås"	"Anser fabalis"	"Taiga Bean Goose"	"A"	0	"art"	360	NA	"LC"	NA	"AT"	NA	NA	NA	NA	NA	520	"R FABA"	"R FABA"	"5"	"8"	"S"	0
298	"01571"	"01574"	"01574"	"Tundrasædgås"	"Anser serrirostris"	"Tundra Bean Goose"	"A"	0	"art"	370	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	5500	"R ROSS"	"R ROSS"	"6"	"8"	"S"	0
301	"01580"	"01580"	"01580"	"Kortnæbbet Gås"	"Anser brachyrhynchus"	"Pink-footed Goose"	"A"	0	"art"	310	52812	"LC"	NA	"AT"	NA	NA	NA	NA	NA	860	"KORGÅS"	"KORGÅS"	"5"	"9"	"S"	0
302	"01590"	"01590"	"01590"	"Blisgås"	"Anser albifrons"	"Greater White-fronted Goose"	"A"	0	"art"	390	52813	"LC"	NA	NA	"X"	NA	NA	NA	NA	12000	"BLISGÅ"	"BLISGÅ"	"6"	"9"	"S"	0
304	"01591"	"01592"	"01590"	"Blisgås, Grønlandsk (ssp. flavirostris)"	"Anser albifrons flavirostris"	"Greater White-fronted Goose (ssp. flavirostris)"	"AS"	0	"underart"	400	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	190	"R FLAB"	"R FLAB"	NA	NA	NA	0
305	"01601"	"01599"	NA	"Blisgås/Dværggås"	"Anser albifrons/A. erythropus"	"Greater White-fronted Goose/Lesser White-fronted Goose"	"H"	0	"ubestemt"	430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S BLDV"	"S BLDV"	NA	NA	NA	0
306	"01600"	"01600"	"01600"	"Dværggås"	"Anser erythropus"	"Lesser White-fronted Goose"	"AS"	0	"art"	420	52814	"VU"	NA	NA	"X"	NA	NA	NA	NA	1	"DVÆRGG"	"DVÆRGG"	NA	NA	NA	0
307	"01610"	"01610"	"01610"	"Grågås"	"Anser anser"	"Greylag Goose"	"A"	0	"art"	320	52815	"LC"	"LC"	"AT"	NA	NA	NA	NA	"YV"	9600	"GRÅGÅS"	"GRÅGÅS"	NA	NA	NA	0
310	NA	"01619"	NA	"Grågås x Bramgås (hybrid)"	"Anser anser x Branta leucopsis"	"Greylag Goose x Barnacle Goose"	"H"	0	"hybrid"	340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H GRBR"	"H GRBR"	NA	NA	NA	0
311	"01620"	"01620"	"01620"	"Indisk Gås"	"Anser indicus"	"Bar-headed Goose"	"C"	0	"art"	280	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"INDGÅS"	"INDGÅS"	NA	NA	NA	0
312	"01630"	"01630"	"01630"	"Snegås"	"Anser caerulescens"	"Snow Goose"	"E"	0	"art"	250	NA	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"SNEGÅS"	"SNEGÅS"	NA	NA	NA	0
315	NA	"01639"	NA	"Snegås x Bramgås (hybrid)"	"Anser caerulescens x Branta leucopsis"	"Snow Goose x Barnacle Goose"	"H"	0	"hybrid"	260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H SNBR"	"H SNBR"	NA	NA	NA	0
316	"01640"	"01640"	"01640"	"Dværgsnegås"	"Anser rossii"	"Ross's Goose"	"E"	0	"art"	270	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"DVÆSNE"	"DVÆSNE"	NA	NA	NA	0
320	"01605"	"01659"	NA	"Grå Gås sp."	"Anser sp."	"Goose sp. (anser)"	"H"	0	"ubestemt"	300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S ANSE"	"S ANSE"	NA	NA	NA	0
321	"01660"	"01660"	"01660"	"Canadagås"	"Branta canadensis"	"Canada Goose"	"C"	0	"art"	220	52821	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"CANADA"	"CANADA"	NA	NA	NA	0
326	NA	"01665"	"01665"	"Dværgcanadagås"	"Branta hutchinsii"	"Cackling Goose"	"E"	0	"art"	210	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"LLCG"	"LLCG"	NA	NA	NA	0
327	"01661"	"01669"	NA	"Canadagås x Grågås (hybrid)"	"Branta canadensis x Anser anser"	"Canada Goose x Greylag Goose"	"H"	0	"hybrid"	240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H CAGR"	"H CAGR"	NA	NA	NA	0
328	"01670"	"01670"	"01670"	"Bramgås"	"Branta leucopsis"	"Barnacle Goose"	"A"	1	"art"	150	NA	"LC"	"LC"	NA	"X"	"4/2"	0	NA	NA	12000	"BRAMGÅ"	"BRAMGÅ"	""	""	""	0
330	"01680"	"01680"	"01680"	"Knortegås"	"Branta bernicla"	"Brant Goose"	"A"	0	"art"	100	52823	"LC"	NA	NA	NA	NA	NA	NA	NA	2200	"KNORTE"	"KNORTE"	""	""	""	0
331	"01681"	"01681"	"01680"	"Knortegås, Mørkbuget (ssp. bernicla)"	"Branta bernicla bernicla"	"Brant Goose (ssp. bernicla)"	"A"	0	"underart"	110	NA	"LC"	NA	"AT"	NA	NA	NA	NA	NA	2100	"R BERN"	"R BERN"	""	""	""	0
332	"01682"	"01682"	"01680"	"Knortegås, Lysbuget (ssp. hrota)"	"Branta bernicla hrota"	"Brant Goose (ssp. hrota)"	"A"	0	"underart"	120	NA	"LC"	NA	"AT"	NA	NA	NA	NA	NA	100	"R HROT"	"R HROT"	""	""	""	0
333	"01683"	"01683"	"01680"	"Knortegås, Sortbuget (ssp. nigricans)"	"Branta bernicla nigricans"	"Brant Goose (ssp. nigricans)"	"AS"	0	"underart"	130	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"R NIGR"	"R NIGR"	NA	NA	NA	0
334	NA	"01688"	NA	"Knortegås, Mørkbuget x Sortbuget (hybrid)"	"Branta bernicla bernicla x B. b. nigricans"	"Brant Goose (bernicla x nigricans)"	"H"	0	"hybrid"	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H MØSO"	"H MØSO"	NA	NA	NA	0
336	"01690"	"01690"	"01690"	"Rødhalset Gås"	"Branta ruficollis"	"Red-breasted Goose"	"AS"	0	"art"	180	NA	"VU"	NA	NA	"X"	NA	NA	NA	NA	NA	"RØDGÅS"	"RØDGÅS"	NA	NA	NA	0
338	"01695"	"01699"	NA	"Rajgås sp."	"Branta sp."	"Goose sp. (branta)"	"H"	0	"ubestemt"	190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S RAJG"	"S RAJG"	NA	NA	NA	0
339	"01700"	"01700"	"01700"	"Nilgås"	"Alopochen aegyptiaca"	"Egyptian Goose"	"C"	0	"art"	670	52834	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"NILGÅS"	"NILGÅS"	NA	NA	NA	0
340	"01696"	"01709"	NA	"Gås sp."	"Anser/Branta sp."	"Goose sp."	"H"	0	"ubestemt"	200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S GÅS"	"S GÅS"	NA	NA	NA	0
341	"01710"	"01710"	"01710"	"Rustand"	"Tadorna ferruginea"	"Ruddy Shelduck"	"A"	0	"art"	710	NA	"LC"	"NA"	NA	"X"	NA	NA	NA	NA	NA	"RUSTAN"	"RUSTAN"	NA	NA	NA	0
345	"01730"	"01730"	"01730"	"Gravand"	"Tadorna tadorna"	"Common Shelduck"	"A"	0	"art"	700	52839	"LC"	"VU"	"AT"	NA	NA	NA	NA	"YV"	2500	"GRAVAN"	"GRAVAN"	NA	NA	NA	0
350	"01750"	"01750"	"01750"	"Moskusand"	"Cairina moschata"	"Muscovy Duck"	"E"	0	"art"	730	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"MOSKUS"	"MOSKUS"	NA	NA	NA	0
352	"01770"	"01770"	"01770"	"Brudeand"	"Aix sponsa"	"Wood Duck"	"E"	0	"art"	1190	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BRUDEA"	"BRUDEA"	NA	NA	NA	0
353	"01780"	"01780"	"01780"	"Mandarinand"	"Aix galericulata"	"Mandarin Duck"	"C"	0	"art"	1180	NA	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"MANDAR"	"MANDAR"	NA	NA	NA	0
354	"01790"	"01790"	"01790"	"Pibeand"	"Mareca penelope"	"Eurasian Wigeon"	"A"	1	"art"	1020	52862	"LC"	"CR"	"AT"	NA	NA	NA	NA	NA	14000	"PIBEAN"	"PIBEAN"	NA	NA	NA	0
356	NA	"01798"	NA	"Pibeand x Chilensk And (hybrid)"	"Mareca penelope x M. sibilatrix"	"Eurasian Wigeon x Chiloe Wigeon"	"H"	0	"hybrid"	1040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H PICH"	"H PICH"	NA	NA	NA	0
357	NA	"01799"	NA	"Pibeand/Spidsand"	"Mareca penelope/Anas acuta"	"Eurasian Wigeon/Pintail"	"H"	0	"ubestemt"	1050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S PISP"	"S PISP"	NA	NA	NA	0
358	"01800"	"01800"	"01800"	"Amerikansk Pibeand"	"Mareca americana"	"American Wigeon"	"AU"	0	"art"	1060	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"AMEPIB"	"AMEPIB"	NA	NA	NA	0
