"id"	"old_artnr"	"artnr"	"overartnr"	"artnavn"	"latin"	"english"	"dk"	"datsy"	"arttype"	"sortering"	"hbw"	"iucn"	"redlist"	"yellowlist"	"bilag_1"	"spec"	"KOORDINATORID"	"sv"	"pkt"	"ibaantal"	"shortcut1"	"shortcut2"	"fra"	"til"	"season"	"vis"
2419	NA	"13168"	NA	"Sanger sp."	"Sylvidae"	"Warbler sp."	"H"	0	"ubestemt"	6220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SANG"	"S SANG"	NA	NA	NA	0
2440	"13340"	"13340"	"13340"	"Brun Fluesnapper"	"Muscicapa dauurica"	"Asian Brown Flycatcher"	"AU"	0	"art"	6390	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BRUFLU"	"BRUFLU"	NA	NA	NA	0
2442	"13350"	"13350"	"13350"	"Grå Fluesnapper"	"Muscicapa striata"	"Spotted Flycatcher"	"A"	0	"art"	6380	NA	"LC"	"LC"	NA	NA	"3"	NA	NA	"Y"	NA	"GRÅFLU"	"GRÅFLU"	"5"	"9"	"V"	0
2456	"13430"	"13430"	"13430"	"Lille Fluesnapper"	"Ficedula parva"	"Red-breasted Flycatcher"	"AS"	0	"art"	6500	NA	"LC"	"NA"	NA	"X"	NA	NA	NA	NA	NA	"LILFLU"	"LILFLU"	NA	NA	NA	0
2463	"13480"	"13480"	"13480"	"Hvidhalset Fluesnapper"	"Ficedula albicollis"	"Collared Flycatcher"	"AS"	0	"art"	6520	59049	"LC"	"NA"	NA	"X"	NA	NA	NA	NA	NA	"HVIFLU"	"HVIFLU"	NA	NA	NA	0
2466	"13491"	"13489"	NA	"Hvidhalset Fluesnapper x Broget Fluesnapper (hybrid)"	"Ficedula albicollis x F. hypoleuca"	"Collared Flycatcher x European Pied Flycatcher"	"H"	0	"hybrid"	6530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H HVBR"	"H HVBR"	NA	NA	NA	0
2467	"13490"	"13490"	"13490"	"Broget Fluesnapper"	"Ficedula hypoleuca"	"European Pied Flycatcher"	"A"	0	"art"	6510	59048	"LC"	"VU"	NA	NA	"4"	NA	NA	"Y"	NA	"BROFLU"	"BROFLU"	"5"	"9"	"V"	0
2479	NA	"13559"	NA	"Fluesnapper sp."	"Muscicapidae"	"Flycatcher sp."	"H"	0	"ubestemt"	6540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S FLUE"	"S FLUE"	NA	NA	NA	0
2488	"13640"	"13640"	"13640"	"Skægmejse"	"Panurus biarmicus"	"Bearded Reedling"	"A"	0	"art"	5550	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"SKÆGME"	"SKÆGME"	NA	NA	NA	0
2572	"14370"	"14370"	"14370"	"Halemejse"	"Aegithalos caudatus"	"Long-tailed Tit"	"A"	0	"art"	6040	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"HALEME"	"HALEME"	NA	NA	NA	0
2573	"14371"	"14371"	"14370"	"Halemejse, Nordlig (ssp. caudatus)"	"Aegithalos caudatus caudatus"	"Long-tailed Bushtit (ssp. caudatus)"	"A"	0	"underart"	6050	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R CAUD"	"R CAUD"	NA	NA	NA	0
2576	"14372"	"14374"	"14370"	"Halemejse, Sydlig (ssp. europaeus)"	"Aegithalos caudatus europaeus"	"Long-tailed Bushtit (ssp. europaeus)"	"A"	0	"underart"	6060	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R EURH"	"R EURH"	NA	NA	NA	0
2579	"14373"	"14378"	NA	"Nordlig Halemejse x Sydlig Halemejse (hybrid)"	"Aegithalos c. caudatus x A. c. europaeus"	"Long-tailed Bushtit (caudatus x europaeus)"	"H"	0	"hybrid"	6070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H NOSY"	"H NOSY"	NA	NA	NA	0
2583	"14400"	"14400"	"14400"	"Sumpmejse"	"Poecile palustris"	"Marsh Tit"	"A"	0	"art"	5370	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"SUMPME"	"SUMPME"	NA	NA	NA	0
2589	"14409"	"14409"	NA	"Sumpmejse/Fyrremejse"	"Poecile palustris/P. montanus"	"Marsh Tit/Willow Tit"	"H"	0	"ubestemt"	5410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SUFY"	"S SUFY"	NA	NA	NA	0
2594	"14420"	"14420"	"14420"	"Fyrremejse"	"Poecile montanus"	"Willow Tit"	"A"	1	"art"	5380	NA	"LC"	"NT"	NA	NA	NA	NA	NA	NA	NA	"FYRREM"	"FYRREM"	NA	NA	NA	0
2595	"14421"	"14421"	"14420"	"Fyrremejse, Nordlig (ssp. borealis)"	"Poecile montanus borealis"	"Willow Tit (ssp. borealis)"	"AU"	1	"underart"	5390	NA	"LC"	"NT"	NA	NA	NA	NA	NA	NA	NA	"R BORE"	"R BORE"	NA	NA	NA	0
2597	"14422"	"14423"	"14420"	"Fyrremejse, Pilemejse (ssp. salicarius)"	"Poecile montanus salicarius"	"Willow Tit (ssp. salicarius)"	"A"	1	"underart"	5400	NA	"LC"	"NT"	NA	NA	NA	NA	NA	NA	NA	"R SALI"	"R SALI"	NA	NA	NA	0
2614	"14540"	"14540"	"14540"	"Topmejse"	"Lophophanes cristatus"	"European Crested Tit"	"A"	0	"art"	5360	NA	"LC"	"NT"	NA	NA	"4"	NA	NA	"YV"	NA	"TOPMEJ"	"TOPMEJ"	NA	NA	NA	0
2625	"14610"	"14610"	"14610"	"Sortmejse"	"Periparus ater"	"Coal Tit"	"A"	0	"art"	5350	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"SORTME"	"SORTME"	NA	NA	NA	0
2632	"14620"	"14620"	"14620"	"Blåmejse"	"Cyanistes caeruleus"	"Eurasian Blue Tit"	"A"	0	"art"	5420	59909	"LC"	"LC"	NA	NA	"4"	NA	NA	"YV"	NA	"BLÅMEJ"	"BLÅMEJ"	NA	NA	NA	0
2642	"14640"	"14640"	"14640"	"Musvit"	"Parus major"	"Great Tit"	"A"	0	"art"	5430	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"MUSVIT"	"MUSVIT"	NA	NA	NA	0
2654	"14669"	"14669"	NA	"Mejse sp."	"Parus/Poecile/etc. sp."	"Tit sp."	"H"	0	"ubestemt"	5440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S MEJS"	"S MEJS"	NA	NA	NA	0
2667	"14790"	"14790"	"14790"	"Spætmejse"	"Sitta europaea"	"Eurasian Nuthatch"	"A"	0	"art"	6290	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"SPÆTME"	"SPÆTME"	NA	NA	NA	0
2668	"14793"	"14791"	"14790"	"Spætmejse, Lysbuget (ssp. europaea)"	"Sitta europaea europaea"	"Eurasian Nuthatch (ssp. europaea)"	"A"	0	"underart"	6300	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R EURS"	"R EURS"	NA	NA	NA	0
2670	"14791"	"14793"	"14790"	"Spætmejse, Mørkbuget (ssp. caesia)"	"Sitta europaea caesia"	"Eurasian Nuthatch (ssp. caesia)"	"A"	0	"underart"	6310	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R CAES"	"R CAES"	NA	NA	NA	0
2694	"14860"	"14860"	"14860"	"Træløber"	"Certhia familiaris"	"Eurasian Treecreeper"	"A"	0	"art"	6250	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"TRÆLØB"	"TRÆLØB"	NA	NA	NA	0
2695	NA	"14861"	"14860"	"Træløber, Nordlig (ssp. familiaris)"	"Certhia familiaris familiaris"	"Eurasian Treecreeper (ssp. familiaris)"	"A"	0	"underart"	6260	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R FAMI"	"R FAMI"	NA	NA	NA	0
2697	NA	"14863"	"14860"	"Træløber, Sydlig (ssp. macrodactyla)"	"Certhia familiaris macrodactyla"	"Eurasian Treecreeper (ssp. macrodactyla)"	"A"	0	"underart"	6270	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R MACT"	"R MACT"	NA	NA	NA	0
2700	"14865"	"14869"	NA	"Træløber/Korttået Træløber"	"Certhia familiaris/C. brachydactyla"	"Eurasian Treecreeper/Short-toed Treecreeper"	"H"	0	"ubestemt"	6280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S TRÆL"	"S TRÆL"	NA	NA	NA	0
2701	"14870"	"14870"	"14870"	"Korttået Træløber"	"Certhia brachydactyla"	"Short-toed Treecreeper"	"A"	0	"art"	6240	NA	"LC"	"LC"	NA	NA	"4"	NA	NA	NA	NA	"KORTRÆ"	"KORTRÆ"	NA	NA	NA	0
2710	"14900"	"14900"	"14900"	"Pungmejse"	"Remiz pendulinus"	"Eurasian Penduline Tit"	"AS"	0	"art"	5450	NA	"LC"	"CR"	NA	NA	NA	NA	NA	NA	NA	"PUNGME"	"PUNGME"	"4"	"10"	"V"	0
2733	"15080"	"15080"	"15080"	"Pirol"	"Oriolus oriolus"	"Eurasian Golden Oriole"	"AS"	1	"art"	5060	60449	"LC"	"CR"	NA	NA	NA	NA	NA	NA	NA	"PIROL"	"PIROL"	"5"	"7"	"V"	0
2740	"15130"	"15130"	"15130"	"Brun Tornskade"	"Lanius cristatus"	"Brown Shrike"	"AU"	0	"art"	5070	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BRUTOR"	"BRUTOR"	NA	NA	NA	0
2742	"15140"	"15140"	"15140"	"Turkestantornskade"	"Lanius phoenicuroides"	"Red-tailed Shrike"	"AU"	0	"art"	5090	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"ISATOR"	"ISATOR"	NA	NA	NA	0
2747	"15150"	"15150"	"15150"	"Rødrygget Tornskade"	"Lanius collurio"	"Red-backed Shrike"	"A"	0	"art"	5080	60470	"LC"	"LC"	NA	"X"	"3"	NA	NA	"Y"	NA	"RØDRTO"	"RØDRTO"	"5"	"9"	"V"	0
2756	"15190"	"15190"	"15190"	"Rosenbrystet Tornskade"	"Lanius minor"	"Lesser Grey Shrike"	"AU"	0	"art"	5110	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"ROSTOR"	"ROSTOR"	NA	NA	NA	0
2757	"15203"	"15195"	"15200"	"Stor Tornskade, Ørkentornskade (ssp. pallidirostris)"	"Lanius excubitor pallidirostris"	"Great Grey Shrike (ssp. pallidirostris)"	"AU"	0	"underart"	5130	NA	"LC"	"CR"	NA	NA	NA	NA	NA	NA	NA	"SYDSTO"	"SYDSTO"	NA	NA	NA	0
2761	"15200"	"15200"	"15200"	"Stor Tornskade"	"Lanius excubitor"	"Great Grey Shrike"	"A"	1	"art"	5120	60482	"LC"	"CR"	NA	NA	"3"	0	NA	"V"	NA	"STOTOR"	"STOTOR"	NA	NA	NA	0
2766	"15230"	"15230"	"15230"	"Rødhovedet Tornskade"	"Lanius senator"	"Woodchat Shrike"	"AU"	0	"art"	5140	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"RØDHTO"	"RØDHTO"	NA	NA	NA	0
2786	"15390"	"15390"	"15390"	"Skovskade"	"Garrulus glandarius"	"Eurasian Jay"	"A"	0	"art"	5170	60727	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"SKOVSK"	"SKOVSK"	NA	NA	NA	0
2803	"15470"	"15470"	"15470"	"Iberisk Blåskade"	"Cyanopica cooki"	"Iberian Magpie"	"E"	0	"art"	5160	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BLÅSKA"	"BLÅSKA"	NA	NA	NA	0
2806	"15490"	"15490"	"15490"	"Husskade"	"Pica pica"	"Eurasian Magpie"	"A"	0	"art"	5180	60753	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"HUSSKA"	"HUSSKA"	NA	NA	NA	0
2818	"15570"	"15570"	"15570"	"Nøddekrige"	"Nucifraga caryocatactes"	"Spotted Nutcracker"	"AS"	1	"art"	5190	NA	"LC"	"RE"	NA	NA	NA	NA	NA	"V"	NA	"NØDDEK"	"NØDDEK"	NA	NA	NA	0
2819	"15571"	"15571"	"15570"	"Nøddekrige, Tyknæbbet (ssp. caryocatactes)"	"Nucifraga caryocatactes caryocatactes"	"Spotted Nutcracker (ssp. caryocatactes)"	"AS"	1	"underart"	5200	NA	"LC"	"RE"	NA	NA	NA	NA	NA	NA	NA	"R CARY"	"R CARY"	NA	NA	NA	0
2820	"15572"	"15572"	"15570"	"Nøddekrige, Tyndnæbbet (ssp. macrorhynchos)"	"Nucifraga caryocatactes macrorhynchos"	"Spotted Nutcracker (ssp. macrorhynchos)"	"AS"	1	"underart"	5210	NA	"LC"	"RE"	NA	NA	NA	NA	NA	NA	NA	"R MACN"	"R MACN"	NA	NA	NA	0
2829	"15600"	"15600"	"15600"	"Allike"	"Coloeus monedula"	"Western Jackdaw"	"A"	0	"art"	5230	NA	"LC"	"LC"	NA	NA	"4"	NA	NA	"YV"	NA	"ALLIKE"	"ALLIKE"	NA	NA	NA	0
2832	"15603"	"15603"	"15600"	"Allike, Vestlig (ssp. spermologus)"	"Coloeus monedula spermologus"	"Western Jackdaw (ssp. spermologus)"	"A"	0	"underart"	5250	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R SPER"	"R SPER"	NA	NA	NA	0
2834	"15610"	"15610"	"15610"	"Sibirisk Allike"	"Coloeus dauuricus"	"Daurian Jackdaw"	"AU"	0	"art"	5220	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"SIBALL"	"SIBALL"	NA	NA	NA	0
2835	"15620"	"15620"	"15620"	"Huskrage"	"Corvus splendens"	"House Crow"	"U"	0	"art"	5340	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"HUSKRA"	"HUSKRA"	NA	NA	NA	0
2836	"15630"	"15630"	"15630"	"Råge"	"Corvus frugilegus"	"Rook"	"A"	0	"art"	5270	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"RÅGE"	"RÅGE"	NA	NA	NA	0
2841	"15670"	"15670"	NA	"Sortkrage/Gråkrage"	"Corvus corone/C. cornix"	"Carrion Crow/Hooded Crow"	"H"	0	"ubestemt"	5320	NA	NA	NA	NA	NA	NA	NA	NA	"YV"	NA	"KRAGE"	"KRAGE"	NA	NA	NA	0
2842	"15671"	"15671"	"15671"	"Sortkrage"	"Corvus corone"	"Carrion Crow"	"A"	0	"art"	5290	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"SORTKR"	"SORTKR"	NA	NA	NA	0
2844	"15673"	"15673"	"15673"	"Gråkrage"	"Corvus cornix"	"Hooded Crow"	"A"	0	"art"	5300	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"GRÅKRA"	"GRÅKRA"	NA	NA	NA	0
2848	"15675"	"15679"	NA	"Sortkrage x Gråkrage (hybrid)"	"Corvus corone x C. cornix"	"Carrion Crow x Hooded Crow"	"H"	0	"hybrid"	5310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H SOGR"	"H SOGR"	NA	NA	NA	0
2854	"15720"	"15720"	"15720"	"Ravn"	"Corvus corax"	"Northern Raven"	"A"	0	"art"	5280	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"RAVN"	"RAVN"	NA	NA	NA	0
2863	"15721"	"15749"	NA	"Kragefugl sp."	"Corvidae"	"Corvid sp."	"H"	0	"ubestemt"	5330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S KRAG"	"S KRAG"	NA	NA	NA	0
2872	"15820"	"15820"	"15820"	"Stær"	"Sturnus vulgaris"	"Common Starling"	"A"	0	"art"	6340	60851	"LC"	"VU"	NA	NA	NA	NA	NA	"YV"	NA	"STÆR"	"STÆR"	NA	NA	NA	0
2875	"15830"	"15830"	"15830"	"Ensfarvet Stær"	"Sturnus unicolor"	"Spotless Starling"	"AU"	0	"art"	6350	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"ENSSTÆ"	"ENSSTÆ"	NA	NA	NA	0
2876	"15840"	"15840"	"15840"	"Rosenstær"	"Pastor roseus"	"Rosy Starling"	"AS"	0	"art"	6360	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"ROSENS"	"ROSENS"	NA	NA	NA	0
2883	"15910"	"15910"	"15910"	"Gråspurv"	"Passer domesticus"	"House Sparrow"	"A"	0	"art"	6950	60925	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"GRÅSPU"	"GRÅSPU"	NA	NA	NA	0
2901	"15980"	"15980"	"15980"	"Skovspurv"	"Passer montanus"	"Eurasian Tree Sparrow"	"A"	0	"art"	6960	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"SKOVSP"	"SKOVSP"	NA	NA	NA	0
2904	"15981"	"15988"	NA	"Gråspurv/Skovspurv"	"Passer domesticus/P. montanus"	"House Sparrow/Eurasian Tree Sparrow"	"H"	0	"ubestemt"	6980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SPUR"	"S SPUR"	NA	NA	NA	0
2905	NA	"15989"	NA	"Gråspurv x Skovspurv (hybrid)"	"Passer domesticus x P. montanus"	"House Sparrow x Eurasian Tree Sparrow"	"H"	0	"hybrid"	6970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H GRSK"	"H GRSK"	NA	NA	NA	0
2962	"16360"	"16360"	"16360"	"Bogfinke"	"Fringilla coelebs"	"Common Chaffinch"	"A"	0	"art"	7230	61286	"LC"	"LC"	NA	NA	"4"	NA	NA	"YV"	NA	"BOGFIN"	"BOGFIN"	NA	NA	NA	0
2975	"16380"	"16380"	"16380"	"Kvækerfinke"	"Fringilla montifringilla"	"Brambling"	"A"	0	"art"	7240	61288	"LC"	"NA"	NA	NA	NA	NA	NA	"V"	NA	"KVÆKER"	"KVÆKER"	"6"	"8"	"S"	0
2976	"16365"	"16388"	NA	"Bogfinke/Kvækerfinke"	"Fringilla coelebs/F. montifringilla"	"Common Chaffinch/Brambling"	"H"	0	"ubestemt"	7250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S BOKV"	"S BOKV"	NA	NA	NA	0
2977	"16389"	"16389"	NA	"Finke sp."	"Fringillidae"	"Fringillidae sp."	"H"	0	"ubestemt"	7260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S FINK"	"S FINK"	NA	NA	NA	0
2979	"16400"	"16400"	"16400"	"Gulirisk"	"Serinus serinus"	"European Serin"	"AS"	1	"art"	7530	61290	"LC"	"CR"	NA	NA	NA	NA	NA	NA	NA	"GULIRI"	"GULIRI"	"4"	"10"	"V"	0
2990	"16490"	"16490"	"16490"	"Grønirisk"	"Chloris chloris"	"European Greenfinch"	"A"	0	"art"	7370	NA	"LC"	"NT"	NA	NA	"4"	NA	NA	"YV"	NA	"GRØNIR"	"GRØNIR"	NA	NA	NA	0
2994	"16500"	"16500"	"16500"	"Brunirisk"	"Chloris sinica"	"Grey-capped Greenfinch"	"E"	0	"art"	7380	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BRUNIR"	"BRUNIR"	NA	NA	NA	0
2997	"16530"	"16530"	"16530"	"Stillits"	"Carduelis carduelis"	"European Goldfinch"	"A"	0	"art"	7520	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"STILLI"	"STILLI"	NA	NA	NA	0
3003	"16540"	"16540"	"16540"	"Grønsisken"	"Spinus spinus"	"Eurasian Siskin"	"A"	0	"art"	7550	61340	"LC"	"NT"	NA	NA	"4"	NA	NA	"YV"	NA	"GRØNSI"	"GRØNSI"	NA	NA	NA	0
3009	"16600"	"16600"	"16600"	"Tornirisk"	"Linaria cannabina"	"Common Linnet"	"A"	0	"art"	7400	61366	"LC"	"LC"	NA	NA	"4"	NA	NA	"Y"	NA	"TORNIR"	"TORNIR"	"3"	"11"	"V"	0
3015	NA	"16609"	NA	"Tornirisk/Bjergirisk"	"Linaria cannabina/L. flavirostris"	"Common Linnet/Twite"	"H"	0	"ubestemt"	7410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S TOBJ"	"S TOBJ"	NA	NA	NA	0
3017	"16620"	"16620"	"16620"	"Bjergirisk"	"Linaria flavirostris"	"Twite"	"A"	0	"art"	7390	NA	"LC"	NA	NA	NA	NA	NA	NA	"V"	NA	"BJERGI"	"BJERGI"	"5"	"9"	"S"	0
3018	"16630"	"16630"	NA	"Nordlig Gråsisken/Lille Gråsisken"	"Acanthis flammea/A. cabaret"	"Common Redpoll/Lesser Redpoll"	"H"	0	"ubestemt"	7440	NA	"LC"	NA	NA	NA	NA	NA	NA	"YV"	NA	"S GRÅS"	"S GRÅS"	NA	NA	NA	0
3022	"16634"	"16635"	"16635"	"Lille Gråsisken"	"Acanthis cabaret"	"Lesser Redpoll"	"A"	0	"art"	7430	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"V"	NA	"LILGRÅ"	"LILGRÅ"	NA	NA	NA	0
3024	"16640"	"16640"	"16640"	"Hvidsisken"	"Acanthis hornemanni"	"Arctic Redpoll"	"AS"	0	"art"	7450	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"HVIDSI"	"HVIDSI"	NA	NA	NA	0
3028	"16650"	"16650"	"16650"	"Hvidvinget Korsnæb"	"Loxia leucoptera"	"Two-barred Crossbill"	"AS"	0	"art"	7510	NA	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"HVIKOR"	"HVIKOR"	NA	NA	NA	0
3030	"16660"	"16660"	"16660"	"Lille Korsnæb"	"Loxia curvirostra"	"Red Crossbill"	"A"	0	"art"	7480	61408	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"LILKOR"	"LILKOR"	NA	NA	NA	0
3034	"16665"	"16669"	NA	"Lille Korsnæb/Stor Korsnæb"	"Loxia curvirostra/L. pytyopsittacus"	"Red Crossbill/Parrot Crossbill"	"H"	0	"ubestemt"	7490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S KORS"	"S KORS"	NA	NA	NA	0
3036	"16680"	"16680"	"16680"	"Stor Korsnæb"	"Loxia pytyopsittacus"	"Parrot Crossbill"	"AS"	0	"art"	7470	NA	"LC"	"NA"	NA	NA	"4"	NA	NA	NA	NA	"STOKOR"	"STOKOR"	"5"	"9"	"S"	0
3046	"16740"	"16740"	"16740"	"Ørkenfinke"	"Rhodospiza obsoleta"	"Desert Finch"	"E"	0	"art"	7360	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"ØRKENF"	"ØRKENF"	NA	NA	NA	0
3048	"16760"	"16760"	"16760"	"Ørkendompap"	"Bucanetes githagineus"	"Trumpeter Finch"	"AU"	0	"art"	7350	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"ØRKEND"	"ØRKEND"	NA	NA	NA	0
3055	"16790"	"16790"	"16790"	"Karmindompap"	"Carpodacus erythrinus"	"Common Rosefinch"	"A"	0	"art"	7280	NA	"LC"	"EN"	NA	NA	NA	NA	NA	NA	NA	"KARMIN"	"KARMIN"	"6"	"9"	"V"	0
3067	"16890"	"16890"	"16890"	"Rosenfinke"	"Carpodacus roseus"	"Pallas's Rosefinch"	"E"	0	"art"	7300	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"ROSEND"	"ROSEND"	NA	NA	NA	0
3077	"16990"	"16990"	"16990"	"Krognæb"	"Pinicola enucleator"	"Pine Grosbeak"	"AU"	0	"art"	7310	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"KROGNÆ"	"KROGNÆ"	NA	NA	NA	0
3082	"17040"	"17040"	"17040"	"Langhalet Rosenfinke"	"Carpodacus sibiricus"	"Long-tailed Rosefinch"	"DU"	0	"art"	7290	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"LANROS"	"LANROS"	NA	NA	NA	0
3088	"17100"	"17100"	"17100"	"Dompap"	"Pyrrhula pyrrhula"	"Eurasian Bullfinch"	"A"	0	"art"	7320	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"DOMPAP"	"DOMPAP"	NA	NA	NA	0
3089	"17101"	"17101"	"17100"	"Dompap, Stor (ssp. pyrrhula)"	"Pyrrhula pyrrhula pyrrhula"	"Eurasian Bullfinch (ssp. pyrrhula)"	"A"	0	"underart"	7330	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R PYRR"	"R PYRR"	NA	NA	NA	0
3090	"17102"	"17102"	"17100"	"Dompap, Lille (ssp. europaea)"	"Pyrrhula pyrrhula europaea"	"Eurasian Bullfinch (ssp. europaea)"	"A"	0	"underart"	7340	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R EURD"	"R EURD"	NA	NA	NA	0
3100	"17170"	"17170"	"17170"	"Kernebider"	"Coccothraustes coccothraustes"	"Hawfinch"	"A"	0	"art"	7270	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"KERNEB"	"KERNEB"	NA	NA	NA	0
3249	"18400"	"18400"	"18400"	"Hvidstrubet Spurv"	"Zonotrichia albicollis"	"White-throated Sparrow"	"AU"	0	"art"	7600	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"HVISPU"	"HVISPU"	NA	NA	NA	0
3251	"18420"	"18420"	"18420"	"Mørkøjet Junco"	"Junco hyemalis"	"Dark-eyed Junco"	"AU"	0	"art"	7590	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"MØRJUN"	"MØRJUN"	NA	NA	NA	0
3257	"18470"	"18470"	"18470"	"Lapværling"	"Calcarius lapponicus"	"Lapland Longspur"	"A"	0	"art"	7560	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"LAPLAN"	"LAPLAN"	"5"	"9"	"S"	0
3258	"18479"	"18479"	NA	"Lapværling/Snespurv"	"Calcarius lapponicus/Plectrophenax nivalis"	"Lapland Longspur/Snow Bunting"	"H"	0	"ubestemt"	7580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S LASN"	"S LASN"	"5"	"9"	"S"	0
3261	"18500"	"18500"	"18500"	"Snespurv"	"Plectrophenax nivalis"	"Snow Bunting"	"A"	0	"art"	7570	NA	"LC"	NA	NA	NA	NA	NA	NA	"V"	NA	"SNESPU"	"SNESPU"	"5"	"9"	"S"	0
3274	"18560"	"18560"	"18560"	"Hvidkindet Værling"	"Emberiza leucocephalos"	"Pine Bunting"	"AU"	0	"art"	7700	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"HVIVÆR"	"HVIVÆR"	NA	NA	NA	0
3276	"18570"	"18570"	"18570"	"Gulspurv"	"Emberiza citrinella"	"Yellowhammer"	"A"	0	"art"	7690	NA	"LC"	"VU"	NA	NA	"4"	NA	NA	"YV"	NA	"GULSPU"	"GULSPU"	NA	NA	NA	0
3280	"18580"	"18580"	"18580"	"Gærdeværling"	"Emberiza cirlus"	"Cirl Bunting"	"AU"	0	"art"	7680	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"GÆRDEV"	"GÆRDEV"	NA	NA	NA	0
3285	"18600"	"18600"	"18600"	"Klippeværling"	"Emberiza cia"	"Rock Bunting"	"AU"	0	"art"	7650	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"KLIVÆR"	"KLIVÆR"	NA	NA	NA	0
